Country,Detailed Locations,Began,Ended,Duration,Dead,Displaced,Damage (USD),Main cause,Severity,Affected_Area,Magnitude,Longitude,Latitude
USA,California,08-Mar-95,20-Mar-95,13,15,10000,"2,000,000,000",Rain and snowmelt,1,196019.62,6.4,-121.562,38.7256
Tanzania,Imbeya District,04-Mar-95,10-Mar-95,7,0,2000,,Heavy rain,1,36217.05,5.4,33.7006,-8.84509
Australia,"Western Australia: Onslow, Kalgoorie
New South Wales: Sydney
Victoria: Melbourne",05-Mar-95,13-Mar-95,9,7,0,,Extra-tropical cyclone,2,990198.31,7.3,117.538,-26.821
Botswana,"Villages: Palapye, Mahalapye",23-Feb-95,02-Mar-95,8,20,2000,,Heavy rain,1,31143.95,5.4,27.5316,-22.711
Paraguay,Asuncion,14-Feb-95,21-Feb-95,8,0,20000,,Heavy rain,1,49342.56,5.6,-57.5391,-23.8263
Brazil,Sao Paulo,06-Feb-95,13-Feb-95,8,27,3000,,Heavy rain,1,17901.32,5.2,-46.4554,-23.5199
Indonesia,"Java: East Java, West Java
Sumatra: Riau, Jambi, West Sumatra",03-Feb-95,17-Feb-95,15,47,37000,"400,000",Heavy rain,1,296258.97,6.6,101.896,-0.529789
France,0,23-Jan-95,07-Feb-95,16,30,294100,"4,000,000,000",Rain and snowmelt,2,341156.99,7,5.69912,50.3282
France,Britanny,20-Jan-95,30-Jan-95,11,16,5000,"760,000,000",Rain and snowmelt,2,27724.7,5.8,-2.89661,48.1547
Argentina,Cordoba Province,15-Jan-95,20-Jan-95,6,7,1000,,Heavy rain,1,155950.18,6,-63.8184,-32.2627
Indonesia,Sumatra: Riau,09-Jan-95,11-Jan-95,3,3,10000,,Heavy rain,1,91179.03,5.4,101.984,0.633088
South Africa,Northern Transvaal,08-Jan-95,09-Jan-95,2,0,0,,Heavy rain,1,51452.21,5,29.6887,-23.0133
Malawi,Northern Malawi,07-Jan-95,09-Jan-95,3,1,0,,Heavy rain,1,23461.18,4.8,33.6434,-10.1851
USA,"Northern California Counties: Marin, Lake, Tehema, Sonoma, Napa ",03-Jan-95,17-Jan-95,15,11,6000,"300,000,000",Heavy rain,1,81499.15,6.1,-122.59,39.6057
Philippines,"Leyte, Negros (Bacolod), Samar, Cebu, Panay",19-Dec-94,23-Dec-94,5,10,548000,"1,210,000",Tropical cyclone,1,51066.39,5.4,125.042,11.2536
Djibouti,Djibouti,09-Dec-94,15-Dec-94,7,40,100000,,Heavy rain,1,2677.27,4.3,42.9549,11.3455
Indonesia,West Sumatra Province - Pesisir Selatan,02-Dec-94,07-Dec-94,6,6,640,"1,500,000",Heavy rain,1,38745.91,5.4,100.547,-0.77561
Somalia,Bosasso,19-Nov-94,21-Nov-94,3,30,0,,Heavy rain,1,16608.05,4.7,49.4749,10.9856
Djibouti,"Djibouti, Ali-Sabieh, Dikhil ",17-Nov-94,22-Nov-94,6,70,100000,,Heavy rain,1,20793.91,5.1,42.6066,11.7781
Iran,"Western Provinces:  Bushehr, Kermanshah, Khuzestan, Lorestan, Ilam, Hamedan, Chaharmahal-Bakhtiari, Kohkiluyeh-Boyerahmad, Tehran",14-Nov-94,28-Nov-94,15,13,40000,"171,400,000",Heavy rain,1,271235.05,6.6,48.9236,32.0846
Ethiopia,"North Omo Zone - Gofa, Guba Ganchilla",12-Nov-94,18-Nov-94,7,22,0,,Heavy rain,1,20499.85,5.2,37.8668,7.67392
Cuba,"Eastern Cuba, Northwest Coast",06-Nov-94,14-Nov-94,9,2,100000,,Tropical cyclone,1,84994.35,5.9,-78.0913,21.4949
Jamaica,0,06-Nov-94,14-Nov-94,9,4,0,,Tropical cyclone,1,11114.13,5,-77.272,18.12
Haiti,"Port-au-Prince, Jacmel, Leogane, Ganthier ",05-Nov-94,15-Nov-94,11,400,0,"3,000,000",Tropical cyclone,1,26426.95,5.5,-72.2583,18.9834
Somalia,"Southwestern Regions: Shabelle, Juba",04-Nov-94,11-Nov-94,8,100,0,,Heavy rain,1,83022.5,5.8,42.5292,0.748137
Egypt,"Provinces: Asyut - Dronka (Durunka), Sohag, Qena",02-Nov-94,08-Nov-94,7,593,100000,"500,000,000",Heavy rain,2,44072.06,5.8,31.925,26.3341
Indonesia,West Nusa Tenggara Province,01-Nov-94,04-Nov-94,4,31,0,,Heavy rain,1,19939.07,4.9,119.16,-8.59727
Jordan,"Mafrak, Zarka, Maan, Madaba",01-Nov-94,04-Nov-94,4,21,0,,Heavy rain,1,68725.08,5.4,36.4848,30.9819
Italy,"Northern Regions: Piedmont, Cuneo, Liguria, Tuscany, Piacenza ",01-Nov-94,10-Nov-94,10,83,10308,"4,000,000,000",Heavy rain,2,90174.15,6.3,10.2403,45.2087
India,Andhra Pradesh coast ,30-Oct-94,04-Nov-94,6,230,16000,,Tropical cyclone,1,110657.58,5.8,80.0422,16.2498
Greece,"Athens, Rhodes Island, Kardhitsa Region, Kasos Island",24-Oct-94,27-Oct-94,4,14,1000,"437,700,000",Heavy rain,1,36624.5,5.2,22.4992,39.0065
India,Tamil Nadu - Madras,27-Oct-94,31-Oct-94,5,40,0,,Tropical cyclone,1,89229.9,5.6,78.7248,10.7214
China,"Shandong Province: Longtan Waterfall, Laoshan Mountains",19-Oct-94,20-Oct-94,2,17,0,,Heavy rain,1,13150.29,4.4,117.653,36.1734
Philippines,"Leyte: Tacloban City, Maasin
Mindanao: Surigao del Sur - Tandag, Tago",18-Oct-94,22-Oct-94,5,12,12480,,Tropical cyclone,1,13653.63,4.8,125.873,9.14408
Philippines,"Luzon: Manila, Rizal, Cavite, Laguna, Batangas, Quezon, Polilio Islands",18-Oct-94,22-Oct-94,5,4,50000,"280,000",Tropical cyclone,1,12751.53,4.8,121.181,14.3202
USA,Texas: Houston,17-Oct-94,23-Oct-94,7,19,10000,"700,000,000",Heavy rain,1,72987.24,5.7,-95.2737,30.2009
Guatemala,Suchitepequez Province - Chicacao,09-Oct-94,13-Oct-94,5,10,0,,Heavy rain,1,45757.41,5.4,-90.8326,14.9596
Algeria,"Provinces: Bordj Bou Arreridj, Tiaret, Bouira, Tissemslit, Naama, Djelfa, Adrar ",21-Sep-94,26-Sep-94,6,32,1200,,Heavy rain,1,108181.19,5.8,2.09318,34.4889
Philippines,Luzon: Mount Pinatubo area,19-Sep-94,24-Sep-94,6,16,10000,"380,000",Monsoonal Rain,1,4145.56,4.4,120.77,15.1434
Russia,"Maritime Territory (Primorye): Nokhodka, Vladivostok",17-Sep-94,26-Sep-94,10,13,700000,"290,000,000",Heavy rain,2,140070.73,6.4,134.79,45.0556
Burkina Faso,0,16-Sep-94,20-Sep-94,5,4,4000,,Heavy rain,1,271869.57,6.1,-1.50563,12.3447
Nigeria,"Nigeria: Borno State - Maiduguri
Niger: Agadez",11-Sep-94,15-Sep-94,5,142,180000,,Heavy rain,1,317262.41,6.2,13.3184,12.0384
Cameroon,Logone-Chari Province,09-Sep-94,14-Sep-94,6,6,400,,Heavy rain,1,11415.7,4.8,14.8285,12.0078
Thailand,"Provinces: An Giang, Dong Thap, Kien Giang, Long An",03-Sep-94,18-Dec-94,107,407,2000000,"208,000,000",Heavy rain,2,65261.15,7.1,104.452,16.1885
Italy,"Parma, Livorno",02-Sep-94,03-Sep-94,2,3,0,,Torrential rain,1,30590.88,4.8,10.8528,43.7041
India,"Orissa State - Districts: Cuttack, Kendrapara, Jagatsinghpur, Puri, Malkangiri",02-Sep-94,07-Sep-94,6,0,0,,Monsoonal Rain,1,154649.2,6,84.4369,20.1358
India,"Himachal Pradesh State - Mandi, Hamirpur districts",31-Aug-94,05-Sep-94,6,20,0,,Monsoonal Rain,1,5275.13,4.5,77.0555,31.5294
Thailand,"Provinces: Chiang Rai, Chiang Mai, Phayao, Phitsanulok, Khanchanburi",30-Aug-94,07-Sep-94,9,10,0,"12,000,000",Tropical cyclone,1,159977.18,6.2,99.6055,17.05
India,Maharashtra State - Nagpur,26-Aug-94,02-Sep-94,8,26,0,,Monsoonal Rain,1,44159.25,5.5,79.2684,20.7866
South Korea,"Kyonggi Province, Taean, South Chungchong Province, Seoul, Yongin",26-Aug-94,30-Aug-94,5,5,2000,,Heavy rain,1,22406.24,5,127.335,37.0999
Ethiopia,Addis Ababa. northern Wollo region.,25-Aug-94,31-Aug-94,7,87,6000,,Heavy rain,1,163207.32,6.1,40.3477,10.664
Moldova,"Regions: Telenesht, Arkhei, Strasheny, Khenchesht, Chemeshlia",24-Aug-94,29-Aug-94,6,47,1300,"75,000,000",Heavy rain,1,33681.92,5.3,28.4296,46.9737
Pakistan,Balochistan Province - Sibi Division,22-Aug-94,27-Aug-94,6,24,0,,Torrential rain,1,17316.85,5,67.8824,29.6075
India,"Himachal Pradesh State - Kullu District, Baladhi Village ",20-Aug-94,23-Aug-94,4,9,0,,Torrential rain,1,14450.04,4.8,77.27,31.7668
Ecuador,"Regions: Southern Andean, La Josefina",20-Aug-94,24-Aug-94,5,5,500,,Heavy rain,1,39018.9,5.3,-78.9872,-2.21514
Ethiopia,"Southern Gonder Province - Kemkem, Tach Gayint",15-Aug-94,18-Aug-94,4,18,0,,Heavy rain,1,21306.15,4.9,38.0793,11.8465
China,"Zhejiang Province - Wenzhou
Jiangsu Province - Shanghai, Suzhou",21-Aug-94,24-Aug-94,4,762,600000,"1,260,000,000",Tropical cyclone,2,206025.85,6.2,120.692,31.1521
Pakistan,"Central and Southern Pakistan - Sindh Province, Bhakkar, Kotri",09-Aug-94,15-Aug-94,7,26,40000,,Monsoonal Rain,1,318187.81,6.3,68.1903,27.7849
Afghanistan,Ghazni Province - Qara Bagh,08-Aug-94,11-Aug-94,4,2,0,,Heavy rain,1,19784.16,4.9,67.8618,33.17
Niger,Southern and Western Niger,01-Aug-94,10-Aug-94,10,27,20000,,Heavy rain,1,594752.97,6.8,6.87118,15.5798
India,"Himachal Pradesh State: resort in Fojal villiage, Kulu District",08-Aug-94,10-Aug-94,3,11,0,,Torrential rain,1,16795.7,4.7,76.9177,31.7821
India,Uttar Pradesh State,04-Aug-94,11-Aug-94,8,53,3000,,Monsoonal Rain,1,292130.64,6.4,80.6237,27.586
China,"Hong Kong, Southern Guangdong Province",06-Aug-94,10-Aug-94,5,14,0,,Tropical cyclone,1,3849.87,4.3,114.207,22.5094
Sudan,"Provinces: Norther Kordofan (Hamrat el Waz, Dongola), Darfur, Al Wusta (Jebel Aulia refugee camp), Al Khartum (Khartoum)",04-Aug-94,17-Aug-94,14,8,2000,,Heavy rain,2,1094009.75,7.5,30.026,15.5645
Russia,"Bashkortostan: Beloretsk, Bashkiria region - villages of Tirlyan, Avzalovo, Kazylyarovo, Alakagovo",05-Aug-94,08-Aug-94,4,20,1000,"19,000,000",Heavy rain,1,32565.85,5.1,58.4183,53.574
Taiwan,Southern Taiwan - Kaohsiung ,07-Aug-94,16-Aug-94,10,9,3600,"148,000,000",Tropical cyclone,2,27168.55,5.7,120.838,23.2024
Cambodia,"Provinces: Kampang Speu, Kandal, Western Pursat, Northwestern Battambang",30-Jul-94,08-Aug-94,10,6,22000,,Tropical cyclone,1,40128.47,5.6,103.825,12.5629
Philippines,"Batanes Islands
Northern Luzon Provinces - Cagayan, Isabela, Aurora",06-Aug-94,10-Aug-94,5,0,0,,Tropical cyclone,1,18141.64,5,121.93,17.5285
Taiwan,South and East: Hualien ,01-Aug-94,04-Aug-94,4,10,0,"100,000,000",Tropical cyclone,1,16588.35,4.8,120.915,23.0569
Thailand,"Northern and Western Provinces: Lampang, Nan, Kanchanaburi, Phrae, Chiang Rai, Mae Hong Son, Tak, Phayao, Chiang Mai",28-Jul-94,02-Aug-94,6,9,10000,"8,000,000",Tropical cyclone,1,124812.48,5.9,98.8099,17.0729
Ethiopia,Afar Region - Dubti District,28-Jul-94,03-Aug-94,7,4,30000,,Heavy rain,1,20898.85,5.2,40.9756,11.6671
Philippines,"Northern Luzon Provinces, Mt. Pinatubo, Manila",23-Jul-94,03-Aug-94,12,37,264837,"10,425,000",Tropical cyclone,1,22004.15,5.4,120.804,15.6143
Philippines,"Panay, Negros Islands",22-Jul-94,02-Aug-94,12,2,18000,"1,600,000",Monsoonal Rain,1,25394.77,5.5,122.982,10.017
China,"Provinces: Heilongjiang, Jilin, Liaoning, Inner Mongolia Northern autonomous region",23-Jul-94,13-Aug-94,22,128,2000000,"1,500,000,000",Heavy rain,2,1066165.02,7.7,125.126,46.1544
China,"Macau, Hong Kong - Zhuhai, Shenzhen",22-Jul-94,27-Jul-94,6,10,2000,,Heavy rain,2,2987.02,4.6,114.116,22.4405
Vietnam,"Lai Chau Province: Dien Bien District, Muong Lay township",15-Jul-94,31-Jul-94,17,21,172,"2,300,000",Heavy rain,2,17601.27,5.8,102.98,21.8175
Philippines,"Luzon Provinces: Pampanga, Bataan, Zambales, Bulacan.",15-Jul-94,20-Jul-94,6,8,114674,,Tropical cyclone,1,12359.24,4.9,120.621,15.1291
Pakistan,"Provinces Sindh, Punjab, Gudu, Sukkuer",11-Jul-94,16-Sep-94,68,333,30000,"330,000,000",Monsoonal rain,1,343251.55,7.4,71.1034,28.9156
China,Hubei Province,11-Jul-94,18-Jul-94,8,41,0,"95,000,000",Heavy rain,1,183806.7,6.2,112.268,31.1973
Philippines,"Northern Luzon Provinces: Cagayan, La Union, Pangasinan, Dagupan City ",10-Jul-94,16-Jul-94,7,0,0,"444,000",Tropical cyclone,1,37086.97,5.4,121.046,16.7179
Iran,"Sistan-Baluchestan Province: Iranshahr, Khash",09-Jul-94,11-Jul-94,3,24,0,,Heavy rain,1,155500.97,5.7,61.0726,27.4913
Pakistan,Quetta,04-Jul-94,08-Jul-94,5,12,0,,Heavy rain,1,21185.79,5,67.2212,30.3321
India,"Himachal Pradesh State - Kullu, Kangra Districts",03-Jul-94,12-Jul-94,10,60,0,,Monsoonal rain,1,52338.52,5.7,77.252,31.7869
Russia,Buryatia Region,02-Jul-94,07-Jul-94,6,4,0,,Heavy rain,1,322784.51,6.3,111.609,53.6353
USA,"Florida Panhandle: Blountstown
Georgia: Bainbridge, Americus, Albany, Macon
Southeast Alabama",01-Jul-94,15-Jul-94,15,32,20000,see notes,Tropical cyclone,1,167722.97,6.4,-84.3318,31.07
India,"States: Rajasthan, Madhya Pradesh, Jammu-Kashmir, Andhra Pradesh, Maharashtra, Karnataka, Gujarat, Kerala, Punjab",01-Jul-94,24-Jul-94,24,617,800000,,Monsoonal rain,1,1981837.41,7.7,76.6191,20.6258
South Africa,Western Cape Province - Capetown,24-Jun-94,28-Jun-94,5,2,3000,,Heavy rain,2,11393.12,5.1,18.8851,-33.9535
USA,Kentucky,22-Jun-94,27-Jun-94,6,2,0,,Heavy rain,1,13311.18,4.9,-83.6886,37.0272
Bangladesh,"Ramu Village, Cox's Bazar, Chittagong ",14-Jun-94,22-Jun-94,9,1,0,,Monsoonal rain,1,6360.08,4.8,92.071,21.8758
China,"Provinces: Guangdong, Guangxi, Hunan, Jiangxi, Fujian, Zhejiang",09-Jun-94,29-Jun-94,21,719,0,"3,500,000,000",Heavy rain,2,1015419.65,7.6,113.189,25.7177
Colombia,"Cauca Province - Toribio, Pitalito, Toez, Irlanda, Talaga, Simbola, Cupritas, Belancazar.",05-Jun-94,09-Jun-94,5,2,240,,Avalanche related,1,27784.17,5.1,-76.8547,2.1264
Bangladesh,Sylhet District,01-Jun-94,06-Jun-94,6,6,11000,,Monsoonal rain,1,11309.84,4.8,91.803,24.6457
Armenia,"Town of Artik, Villiages of Nor Kyank, Vardakar.",31-May-94,01-Jun-94,2,5,400,,"Dam/Levy, break or release",1,3590.36,3.9,44.0001,40.7485
Russia,"Nizhni Novogorod Region - Villiages of Diveyevo, Voznesenskoye, Satis",28-May-94,30-May-94,3,2,0,,Heavy rain,1,22905.3,4.8,43.3263,55.3351
Sri Lanka,Ehaliyadoa,25-May-94,28-May-94,4,7,0,,Monsoonal rain,1,3394.93,4.1,80.3366,6.61343
China,"Fujian Province - Sanming, Nanping, Longyan, Putian, Quanzhou, Fuzhou",01-May-94,09-May-94,9,70,2000,,Heavy rain,2,121675.06,6.3,118.128,25.9398
China,Jiangxi Province ,01-May-94,03-May-94,3,95,0,"161,000,000",Heavy rain,1,165721.86,5.7,116.038,27.2874
Uganda,"Kasese district - Kyarumbar subcounty, Rwenzori Mountain slopes",30-Apr-94,02-May-94,3,11,0,,Heavy rain,1,9570.23,4.5,30.1332,0.277229
Bangladesh,"Districts: Nokhali, Chittagong, Janakantha, Ittefaq",19-Apr-94,23-Apr-94,5,20,12000,,Tropical cyclone,1,22176.39,5,92.0895,22.5171
USA,"Missouri, Ohio, Kansas, Central and Southern Illinois, Oklahoma",09-Apr-94,18-Apr-94,10,6,4000,,Rain and snowmelt,1,644301.28,6.8,-97.9613,36.8932
Russia,"Regions: Volgograd, Tambov, Oryol, Penza, Kalmykia, Rostov",06-Apr-94,14-Apr-94,9,13,2795,,Snowmelt,1,463435.11,6.6,41.1058,49.4354
Bangladesh,Sirajganj,29-Mar-94,02-Apr-94,5,16,100000,,Heavy rain,1,2275.44,4.1,89.816,23.9528
Philippines,"Mindanao Provinces: Davao del Norte, Davao Oriental, Davao del Sur",18-Mar-94,31-Mar-94,14,9,16821,"855,000",Heavy rain,1,36858.21,5.7,125.689,8.3822
Jordan,Al-Bouweidah area - Ramtha,24-Mar-94,26-Mar-94,3,9,300,,Heavy rain,1,3809.42,4.1,35.9181,32.4176
USA,"Alabama, Georgia",24-Mar-94,28-Mar-94,5,35,0,,Torrential rain,1,179822.05,6,-85.308,33.0034
Indonesia,"Central Java - Cepu district, Ngawi district
East Java - Lamongan district, Kedungkerep",23-Mar-94,26-Mar-94,4,12,83125,"1,400,000",Heavy rain,1,36275.49,5.2,111.684,-7.50232
Russia,Kalmykia,17-Mar-94,22-Mar-94,6,7,0,,Heavy rain,1,72009.25,5.6,44.6012,46.5257
Indonesia,Sumbawa Island: West Nusa Tenggara province - Bima,12-Mar-94,16-Mar-94,5,5,50000,"1,700,000",Heavy rain,1,1822.72,4,118.798,-8.48433
Iran,Khorasan province: Torbat-e-heidariyeh,11-Mar-94,14-Mar-94,4,4,80,,Heavy rain,1,26419.01,5,59.3372,35.3656
Peru,"Lima, Batanchaca, Callao",27-Feb-94,06-Mar-94,8,17,120000,,Heavy rain,2,27660.41,5.6,-76.0086,-12.0008
Bangladesh,Southeast - Chittagong City,26-Feb-94,02-Mar-94,5,13,0,,Heavy rain,1,6727.37,4.5,92.0345,22.4749
Indonesia,North Sumatra Province: Medan district - Lumban Julu Village,11-Feb-94,14-Feb-94,4,5,0,,Heavy rain,1,19421.63,4.9,99.033,3.12557
Peru,"Jungle and Andes Provinces: Junin, Cajamarca, Jauja, Satipo, Oxapampa",31-Jan-94,20-Feb-94,21,63,12000,,Heavy rain,1,609261.38,7.1,-77.0482,-8.13028
Madagascar,"Antananarivo, Toamasina ",31-Jan-94,16-Feb-94,17,200,50000,,Tropical cyclone,1,142993.47,6.4,47.7167,-18.8541
Colombia,Town of Florida,31-Jan-94,02-Feb-94,3,16,60000,,Heavy rain,1,4298.62,4.1,-76.2,3.52764
Indonesia,"Central Java - Brebes district, Banjumas Region
East Java",28-Jan-94,31-Jan-94,4,2,0,,Heavy rain,1,59036.58,5.4,110.662,-7.37598
Papua New Guinea,Southeastern Papua New Guinea,16-Jan-94,20-Jan-94,5,9,0,,Tropical cyclone,1,65497.93,5.5,148.53,-9.05287
Australia,"Brisbane, Great Barrier Reef area",16-Jan-94,20-Jan-94,5,13,0,,Tropical cyclone,1,120854.33,5.8,151.685,-25.2628
Indonesia,West Java - Bandung District,12-Jan-94,22-Jan-94,11,10,50700,"1,900,000",Heavy rain,1,10207.65,5.1,107.657,-6.83998
Tanzania,"Southeast Tanzania: Kilwa district - Lindi region - Kinjumbi, Mtiyarambungo Villages.",09-Jan-94,13-Jan-94,5,31,7000,,Heavy rain,1,65599.48,5.5,38.4373,-9.38978
Philippines,"Southern Luzon: Sorsogon Province - Manito
Visayas
Northern Mindanao",04-Jan-94,08-Jan-94,5,29,14000,,Tropical cyclone,1,44225.95,5.3,123.45,13.4358
UK,"Southern England - West Sussex and Kent.Towns: Polperro, Uckfield, Barnham, Lamberhurst area. Rivers: Pol, Uck, Tiese, the Lesser Tiese and the Beult",30-Dec-93,31-Dec-93,2,0,300,,Heavy rain,1,5379.22,4,0.83137,51.0549
Papua New Guinea,"Central highlands, Chimbu Province",29-Dec-93,30-Dec-93,2,14,3500,,Heavy rain,1,9588.1,4.3,145.32,-6.46321
Philippines,Mindanao Island - Surigao del Norte province and Butuan City,27-Dec-93,28-Dec-93,2,6,12000,"7,400,000",Tropical cyclone,1,1266.81,3.4,125.59,9.65856
Indonesia,"Java Island -West Java province districts: Tanggerang, Serang and Lebak; Cidurian and Ciujung rivers",26-Dec-93,27-Dec-93,2,2,8000,,Torrential rain,1,4052.37,3.9,106.357,-6.24192
Israel,Dead Sea area.Eilat town. Ein Gedi nature reserve,23-Dec-93,23-Dec-93,1,2,0,,Heavy rain,2,3180.52,3.8,35.0229,30.2472
Ukraine,Zakarpatskaya (Transcarpathia) region,20-Dec-93,24-Dec-93,5,5,25000,"159,000,000",Heavy rain,1,4267.45,4.3,22.7867,48.3884
Malaysia,"Kelantan state - Kota Bahru, Pasir Mas, Tumpat, Kuala Krai. Other states affected were Trengganu, Pahang, Perak, Johore and Sabah. Padas River",22-Dec-93,27-Dec-93,6,23,20000,,Monsoonal rain,1,103827.06,5.8,102.442,3.79233
France,"Southern Germany -- States: Saarland, Rheinland-Palatinate, Baden-Wuerttemberg, Bavaria. Cities: Koblenz, Trier, Saarbruecken, Nuremberg,, Cologne, Bonn, Heidelberg, Bad Kreuznach, Cochem. Rivers: Mosel, Saar, Rhine, Neckar, Aisch, Nahe. -- Northern France - Lorraine and Ardennes. Towns: Givet, Landrichamps, Lille, Picardy, Soissons, Compiegne. Rivers: Muese, Houille, Oise, Moselle, Aisne. Flooding spreads to central France by Dec 29 where the Seine and its tributaries, the Oise and Marne, flood areas around Compiegne and Paris -- Southern Belgium - Provinces: Limburg, Namur province. Sambre valley. Towns: Maaseik, . Rivers: Muese, Sambre. -- Netherlands - Provinces: Limburg and Gelderland. Maastricht, Roermond, Venlo, Rotterdam area. Muese River. -- Czech Republic -- 4 rivers overflow in theWest Bohemia area",21-Dec-93,31-Dec-93,11,11,48000,"1,142,000,000",Torrential rain,2,261149.34,6.8,5.76827,50.3802
Thailand,"Provinces: Trang, Yala, Narathiwat. Districts: Muang, Palian and Huai. Cities: Nakhorn Srithamarat, Trang",16-Dec-93,29-Dec-93,14,41,2000,"80,000,000",Torrential rain,1,42416.31,5.8,100.419,7.28291
Columbia,Antioquia province town of Dabeiba. Desmotadora River,16-Dec-93,18-Dec-93,3,35,150,,Heavy rain,1,1958.11,3.8,-76.2092,6.87608
Sri Lanka,"Districts in the Northern Jaffna peninsula: Batticaloa, Polonnaruwa, Anuradhapura, Northern Mannar, Vavuniya and Trincomalee. More flooding on Dec 25 in Polonnaruwa, Gallella, Manampitiya and Yakurai areas",15-Dec-93,27-Dec-93,13,0,500000,,Heavy rain,2,24712.98,5.8,80.7928,8.56672
Costa Rica,"Central and Eastern Costa Rica - Districts: Alamancha, Limon, Matinia, Paraiso, Turrialba, Sarapiqui, Siquirres, Talamanca. -- Panama -Bocas del Toro",09-Dec-93,12-Dec-93,4,4,17000,"3,000,000",Heavy rain,1,14333.82,4.8,-83.0411,9.64613
Peru,"Departments: Junin, Huancavelica, Pasco, Apurimac, Huanuco, . Districts: Huayucachi, El Tambo, Chupaca and Chilca. Ancash region. Towns: Tingo Maria, Huancayo. Rivers: Huallaga River",08-Dec-93,15-Dec-93,8,0,5000,,Heavy rain,1,162327.61,6.1,-74.5879,-10.0433
China,"Inner Mongolia - Several towns in Dengkou County,Yellow River",07-Dec-93,15-Dec-93,9,0,5200,,Ice jam/break-up,1,12109.08,5,107.087,40.4443
Philippines,"Philippines (Lola followed by Manny) -- Southeastern Luzon Island - Camarines Sur province, Naga city, Naga River.Catanduanes Island. Marinduque Island. Mindoro Island. Samar Island. -- Southern Vietnam (Lola) - Khanh Hoa and Ninh Thuan provinces. -- Southern Thailand (Manny) - Phatthalung Province; Nakhon Si Thammarat",05-Dec-93,13-Dec-93,9,353,598000,"5,700,000",Tropical cyclone,1,46913.01,5.6,108.845,12.3152
India,Tamil Nadu State -Northern coastal areas including Pondicherry and Madras. more than 60 coastal villages submerged.,04-Dec-93,15-Dec-93,12,70,45000,"216,000,000",Tropical cyclone,1,7968.64,5,79.9572,12.5851
Philippines,"Leyte Island - Province of Leyte- Abuyog town and surrounding villages: villages of Buaya, Malagincay, Buhay, Latoc, Budburon, Hampipila, Mahagna, Mahaplag",29-Nov-93,01-Dec-93,3,27,0,,Heavy rain,1,359.297,3,124.962,10.7409
Thiland,"Provinces: Nakorn Si Thammarat, Surat Thani, Songkhla",27-Nov-93,02-Dec-93,6,11,0,,Torrential rain,1,56411.85,5.5,99.8978,8.15766
Iran,Province of Khuzestan- city of Andimeshk and 10 surrounding villages,29-Nov-93,30-Nov-93,2,3,0,"580,000",Heavy rain,1,988.946,3.3,48.1619,32.5504
Cuba,"Provinces: Guantanamo, Santiago de Cuba, Holguin",24-Nov-93,28-Nov-93,5,30,51000,,Torrential rain,1,19322.92,5,-75.3512,20.5564
USA,"Eastern and Southern Missouri - Counties: Bollinger, Cape Girardeau, Carter, Howell, Iron, Jefferson, Madison, Oregon, Reynolds, Ripley, St. Francois, St. Louis, Shannon and Wayne. Towns: Elvins, West Plains, Flat River, Fredericktown, Ellington Rivers:Castor, Little Mulberry Creek, North Fork, Howell Creek, Meramec, Gasconade, St. Francis and Big Piney. -- Central and Southern Illinois.",13-Nov-93,16-Nov-93,4,5,600,,Heavy rain,2,33628.03,5.4,-91.5834,34.0563
India,Tamil Nadu State -flooding in 12 districts including Udhagamandalam,10-Nov-93,14-Nov-93,5,95,0,,Heavy rain,1,40501.37,5.3,77.5024,11.054
Indonesia,"North Sumatra- Riau Province. Regencies: Labuhan Batu, Deli Serdang and Langkat.Town: Pekanbaru. Upper Siak River",03-Nov-93,16-Nov-93,14,5,3000,,Torrential rain,1,44228.12,5.8,101.308,1.12387
Mexico,Baja California Sur -areas of San Jose del Cabo and Cabo San Lucas,04-Nov-93,06-Nov-93,3,0,10000,"30,000,000",Heavy rain,1,1666.75,3.7,-109.813,23.0797
China,"Kowloon, New Territories, Lantau Island, Hong Kong Island",04-Nov-93,15-Nov-93,12,2,0,,Tropical cyclone,1,1016.71,4.1,114.142,22.4214
Honduras,"Provinces: Yoro, Colon, Atlantida. Atlantic Coast cities: Bonita Oriental, Tela, La Ceiba, Tocoa. Rivers: Aguan, Tocoa, Lean, Cerro Azul",31-Oct-93,03-Nov-93,4,174,15000,"6,500,000",Torrential rain,1,6656.49,4.4,-86.4699,15.6489
France,Southern Corsica - three villages north of Porto Vecchio. Sainte Lucie and Propriano regions. Bonifacio.Cavo and Conca rivers,31-Oct-93,02-Nov-93,3,4,0,,Torrential rain,1,1692.24,3.7,9.06044,41.5666
Algeria,Relisan province - Oued-Rhiou city. Flooding also reported in provices of Chlef and Tiarette.,19-Oct-93,20-Oct-93,2,22,0,,Heavy rain,1,39704.59,4.9,1.81853,35.8439
India,Karnataka State -,11-Oct-93,21-Oct-93,11,35,40000,,Torrential rain,1,40595.2,5.6,75.4042,13.407
